rank,product,metric,fold,fold_idx,cutoff,model,MAE,RMSE,sMAPE,ActualSum,ForecastSum,SumPctErr
5,Belgium Choco Mousse Cake,totalValue,CV-0,0,2025-03-17,AutoETS,3122.7366089147886,4123.771748028786,37.60418108023151,116446.50720000002,92533.84008665384,-20.535323633430693
5,Belgium Choco Mousse Cake,totalValue,CV-0,0,2025-03-17,Croston,2602.002782059479,3316.4666667752817,30.138474170969182,116446.50720000002,128251.4713136104,10.137671277108407
5,Belgium Choco Mousse Cake,totalValue,CV-0,0,2025-03-17,LightGBM,12079.73057037496,16770.065961746503,74.5878687704355,116446.50720000002,226600.22088620934,94.59597916236108
6,Biscoff Jar Cake,totalValue,CV-0,0,2025-03-17,Prophet,7966.9720615384595,8302.376226674876,200.0,103570.63679999998,0.0,-100.0
6,Biscoff Jar Cake,totalValue,CV-0,0,2025-03-17,AutoARIMA,2280.3506445553785,2752.4061208999256,29.780073952817933,103570.63679999998,86686.55602508804,-16.301995716716444
6,Biscoff Jar Cake,totalValue,CV-0,0,2025-03-17,AutoETS,2207.1286462541934,2627.19512616379,28.864733153330423,103570.63679999998,88387.49828472707,-14.659694083557964
6,Biscoff Jar Cake,totalValue,CV-0,0,2025-03-17,Croston,2189.7991114037645,2593.1836525167223,28.62758885620103,103570.63679999998,88933.10857276383,-14.132893916160757
6,Biscoff Jar Cake,totalValue,CV-0,0,2025-03-17,LightGBM,14561.967154042803,17754.759617509084,86.12743278013913,103570.63679999998,292876.20980255643,182.7791919133556
7,Dream Cake,totalValue,CV-0,0,2025-03-17,Prophet,2710.373837879705,3418.845554691371,48.70578691994412,60064.92000000001,83217.43333698603,38.54581565577047
7,Dream Cake,totalValue,CV-0,0,2025-03-17,AutoARIMA,1649.6234769374619,2065.1805789637287,36.172353520191194,60064.92000000001,72399.60965749015,20.53559658031698
7,Dream Cake,totalValue,CV-0,0,2025-03-17,AutoETS,1685.7664163084594,2096.7363490569487,36.756780736918856,60064.92000000001,73268.69826179219,21.982512024975932
7,Dream Cake,totalValue,CV-0,0,2025-03-17,Croston,1700.3080049225432,2106.9912299544844,36.99493797308475,60064.92000000001,73541.75698132331,22.437118007188385
7,Dream Cake,totalValue,CV-0,0,2025-03-17,LightGBM,2167.1679227735162,2494.697410400952,45.792592723078975,60064.92000000001,67794.20547805479,12.868219050412083
8,Tiramisu Cake,totalValue,CV-0,0,2025-03-17,Prophet,1464.9357331193241,1892.0571408047763,27.451856159795867,73176.56,84233.38530936786,15.109791044246771
8,Tiramisu Cake,totalValue,CV-0,0,2025-03-17,AutoARIMA,1632.061070153371,2014.32056972506,29.759017823972446,73176.56,89493.94179794942,22.298645629077697
8,Tiramisu Cake,totalValue,CV-0,0,2025-03-17,AutoETS,1644.7718531937255,2060.0513840509802,29.745742926945724,73176.56,90151.17898869974,23.196798248919798
8,Tiramisu Cake,totalValue,CV-0,0,2025-03-17,Croston,1459.117477792082,1791.118614016321,27.925015253959685,73176.56,68794.68125062762,-5.988090652761457
8,Tiramisu Cake,totalValue,CV-0,0,2025-03-17,LightGBM,1939.186822636742,2264.5432604416246,37.78477716495943,73176.56,62315.458089927735,-14.842323703208052
9,Butterscotch Cake,totalValue,CV-0,0,2025-03-17,Prophet,4727.179835149668,5038.304829789836,75.29219371483077,58757.36200000001,117188.89099685187,99.44546012268532
9,Butterscotch Cake,totalValue,CV-0,0,2025-03-17,AutoARIMA,1811.1270299731773,2260.4822537877194,40.0426962273408,58757.36200000001,59263.48206546701,0.8613730232936646
9,Butterscotch Cake,totalValue,CV-0,0,2025-03-17,AutoETS,1813.8814497810176,2261.382393132328,40.087746816401186,58757.36200000001,59728.97901299204,1.653608977530387
9,Butterscotch Cake,totalValue,CV-0,0,2025-03-17,Croston,1836.3868094455092,2283.64614674756,40.42973773478341,58757.36200000001,63005.308265430365,7.229640883861253
9,Butterscotch Cake,totalValue,CV-0,0,2025-03-17,LightGBM,1596.368958228008,2151.389507842583,35.17526918640594,58757.36200000001,59511.74599660946,1.2838969806191312
10,Choco Vanilla Cake,totalValue,CV-0,0,2025-03-17,Prophet,4691.371196024483,5030.257091265491,91.0093896451001,46371.2984,102532.43789121874,121.11185459326872
10,Choco Vanilla Cake,totalValue,CV-0,0,2025-03-17,AutoARIMA,2210.3524046099465,2681.9417181671943,58.66760922295595,46371.2984,52891.99102558301,14.061915129775645
10,Choco Vanilla Cake,totalValue,CV-0,0,2025-03-17,AutoETS,2218.942588322692,2684.9711114288602,58.853382154405175,46371.2984,53099.3826037907,14.509156387544023
10,Choco Vanilla Cake,totalValue,CV-0,0,2025-03-17,Croston,2412.1159746084154,2776.5285757902434,62.756831568360504,46371.2984,57763.14007268891,24.56657903866007
10,Choco Vanilla Cake,totalValue,CV-0,0,2025-03-17,LightGBM,2257.0497175107816,2855.2789581599036,56.47560853197283,46371.2984,55013.84405618911,18.6377046888752
1,Choco Truffle Cake,totalValue,CV-1,1,2025-06-16,Prophet,16524.23743784746,17927.879818453668,32.8577606629595,596004.9,738700.1698097333,23.941962525766694
1,Choco Truffle Cake,totalValue,CV-1,1,2025-06-16,AutoARIMA,8502.348146808738,11696.30337920062,17.709241194717094,596004.9,596318.7568756472,0.0526601166613242
1,Choco Truffle Cake,totalValue,CV-1,1,2025-06-16,AutoETS,9613.996433445602,14825.872395340644,19.94037766008842,596004.9,528428.534249231,-11.338223184200169
1,Choco Truffle Cake,totalValue,CV-1,1,2025-06-16,Croston,9747.4944084485,15038.462345073558,20.253068684485445,596004.9,520908.1483240678,-12.600022529333602
1,Choco Truffle Cake,totalValue,CV-1,1,2025-06-16,LightGBM,11875.714483778343,17585.25363740005,27.13838193385529,596004.9,487627.4543953691,-18.183985669351195
2,Pineapple Cake,totalValue,CV-1,1,2025-06-16,Prophet,8301.214244168517,10456.230241138024,33.94585941451329,319275.81,296348.3420894599,-7.181085191057887
2,Pineapple Cake,totalValue,CV-1,1,2025-06-16,AutoARIMA,7590.718143924124,9294.751863556501,30.238185315473153,319275.81,352382.8464153328,10.36941583997009
2,Pineapple Cake,totalValue,CV-1,1,2025-06-16,AutoETS,7547.16915723029,9546.108479364715,30.85033197110621,319275.81,304207.9175719191,-4.719396821225167
2,Pineapple Cake,totalValue,CV-1,1,2025-06-16,Croston,7492.151480209878,9659.075610346468,30.612417538005825,319275.81,294909.9301554693,-7.631608496907647
2,Pineapple Cake,totalValue,CV-1,1,2025-06-16,LightGBM,14295.028893004232,16639.29866944139,48.172437268832866,319275.81,494805.6272114018,54.97748708597805
3,Fresh Fruit Cake,totalValue,CV-1,1,2025-06-16,Prophet,3465.0453609723772,3974.2999766889484,28.597378100568417,162918.41,171919.39030767654,5.524839278554547
3,Fresh Fruit Cake,totalValue,CV-1,1,2025-06-16,AutoARIMA,5488.299903323096,6338.026023979723,51.90197355569419,162918.41,91570.51125679976,-43.79363801991454
3,Fresh Fruit Cake,totalValue,CV-1,1,2025-06-16,AutoETS,5176.311821337694,6137.380975507511,47.00447862955409,162918.41,98485.20656308452,-39.54936918235053
3,Fresh Fruit Cake,totalValue,CV-1,1,2025-06-16,Croston,4827.003764116488,5759.068402044255,42.91704014251048,162918.41,104685.77055204476,-35.7434371277962
3,Fresh Fruit Cake,totalValue,CV-1,1,2025-06-16,LightGBM,6071.226456459268,7194.833163508302,58.57661317666045,162918.41,83992.46606602953,-48.44507378507467
4,Ferrero Rocher Cake,totalValue,CV-1,1,2025-06-16,Prophet,3406.511788405881,4533.586647519998,31.891709991905625,140924.40999999997,96865.80543757982,-31.263997885405487
4,Ferrero Rocher Cake,totalValue,CV-1,1,2025-06-16,AutoARIMA,6213.07554993534,7261.479664449349,73.01955122184454,140924.40999999997,60154.4278508406,-57.3144014930837
4,Ferrero Rocher Cake,totalValue,CV-1,1,2025-06-16,AutoETS,8260.137441989333,9373.498594206832,114.91886825133102,140924.40999999997,33542.62325413869,-76.1981453361141
4,Ferrero Rocher Cake,totalValue,CV-1,1,2025-06-16,Croston,6180.888791533143,7233.959177470326,72.43442720372765,140924.40999999997,60572.85571006911,-57.017484969375346
4,Ferrero Rocher Cake,totalValue,CV-1,1,2025-06-16,LightGBM,4883.6766242924605,5822.8846883353235,53.46226647189659,140924.40999999997,77436.61388419801,-45.050957542275306
5,Belgium Choco Mousse Cake,totalValue,CV-1,1,2025-06-16,Prophet,6070.234884379718,6656.74774474413,54.340588510770836,124223.45,189424.2399234321,52.48670031578747
5,Belgium Choco Mousse Cake,totalValue,CV-1,1,2025-06-16,AutoARIMA,3240.8495143863356,4632.3714866394475,33.87674910218607,124223.45,100797.76519882845,-18.857699412769126
5,Belgium Choco Mousse Cake,totalValue,CV-1,1,2025-06-16,AutoETS,3345.9438144981727,4537.987838005014,35.64868487723431,124223.45,109619.3853498089,-11.75628647424548
5,Belgium Choco Mousse Cake,totalValue,CV-1,1,2025-06-16,Croston,3344.3619982261125,4532.941052539409,35.63017150608458,124223.45,109886.71229978706,-11.541088015356953
5,Belgium Choco Mousse Cake,totalValue,CV-1,1,2025-06-16,LightGBM,3743.912655584438,4925.277747163827,40.53254431207253,124223.45,104719.72972166307,-15.70051409644228
6,Biscoff Jar Cake,totalValue,CV-1,1,2025-06-16,Prophet,14518.453255893015,14926.280416098394,103.84623671338649,90550.73999999999,279290.6323266092,208.4355051395596
6,Biscoff Jar Cake,totalValue,CV-1,1,2025-06-16,AutoARIMA,2769.5773520913817,3189.53161996319,37.61149309235936,90550.73999999999,115299.02815894276,27.330851364597102
6,Biscoff Jar Cake,totalValue,CV-1,1,2025-06-16,AutoETS,2520.522351162362,3040.5454263775887,34.9263431456339,90550.73999999999,110295.33359609719,21.805005233637186
6,Biscoff Jar Cake,totalValue,CV-1,1,2025-06-16,Croston,2541.830752180911,3056.8000679618176,35.163396027812745,90550.73999999999,110656.3752353971,22.20372272539917
6,Biscoff Jar Cake,totalValue,CV-1,1,2025-06-16,LightGBM,2464.978238559074,3065.1918026243775,37.22642776884519,90550.73999999999,80086.81241950448,-11.555871968020925
7,Dream Cake,totalValue,CV-1,1,2025-06-16,Prophet,3113.56435314386,3883.8510283407995,51.93699881532198,63029.64999999999,91203.20725636736,44.69889529192591
7,Dream Cake,totalValue,CV-1,1,2025-06-16,AutoARIMA,1512.124369651812,2203.4052525443226,31.431547667045734,63029.64999999999,65808.56569423125,4.408902309042272
7,Dream Cake,totalValue,CV-1,1,2025-06-16,AutoETS,1512.5502872043146,2203.512960894784,31.439393289163466,63029.64999999999,65822.96170750585,4.431742374431497
7,Dream Cake,totalValue,CV-1,1,2025-06-16,Croston,1512.7155464938426,2203.5549010030268,31.442436814646612,63029.64999999999,65828.54747149188,4.4406044956491035
7,Dream Cake,totalValue,CV-1,1,2025-06-16,LightGBM,2210.262255496378,2732.126039333758,41.88345746930624,63029.64999999999,82174.53041521362,30.374403816638107
8,Tiramisu Cake,totalValue,CV-1,1,2025-06-16,Prophet,3401.3780130578484,4853.6418782706,36.8927509134372,119083.1,89227.04454844362,-25.07161423540064
8,Tiramisu Cake,totalValue,CV-1,1,2025-06-16,AutoARIMA,3202.9330313952964,4446.88254812251,34.59131968782586,119083.1,97505.85769419491,-18.11948320610153
8,Tiramisu Cake,totalValue,CV-1,1,2025-06-16,AutoETS,3278.919752628006,4617.629512291566,35.495011608231046,119083.1,92051.52934250381,-22.69975391763919
8,Tiramisu Cake,totalValue,CV-1,1,2025-06-16,Croston,3577.4568437817743,5113.609086373466,39.44209153910195,119083.1,79917.60668017605,-32.889212087881454
8,Tiramisu Cake,totalValue,CV-1,1,2025-06-16,LightGBM,3791.3084916530574,4978.802528264079,43.38283927410221,119083.1,83155.15311760116,-30.170483370351324
9,Butterscotch Cake,totalValue,CV-1,1,2025-06-16,Prophet,2490.4503031005447,2964.7197017495882,40.605608573242776,72013.95999999999,93951.36718771822,30.462714712145022
9,Butterscotch Cake,totalValue,CV-1,1,2025-06-16,AutoARIMA,1529.6312766276367,2034.8307549625042,27.281078543943295,72013.95999999999,69527.49525002354,-3.4527538132557276
9,Butterscotch Cake,totalValue,CV-1,1,2025-06-16,AutoETS,1520.071382784143,2039.1417863019449,27.103148363646024,72013.95999999999,68988.95456350672,-4.200581993398604
9,Butterscotch Cake,totalValue,CV-1,1,2025-06-16,Croston,1452.71968133796,2092.631388021508,25.786077331095846,72013.95999999999,65194.80871537175,-9.469207476756234
9,Butterscotch Cake,totalValue,CV-1,1,2025-06-16,LightGBM,1990.214832195913,2549.9607520500663,38.90260873519068,72013.95999999999,49723.16155899137,-30.953440750944157
10,Choco Vanilla Cake,totalValue,CV-1,1,2025-06-16,Prophet,3185.2580126688763,3591.1418756504495,62.279141096505164,53552.31,93881.01412643249,75.30712330884045
10,Choco Vanilla Cake,totalValue,CV-1,1,2025-06-16,AutoARIMA,1680.611346196176,2024.668209151545,40.650472823944746,53552.31,60125.04550143073,12.273486431174925
10,Choco Vanilla Cake,totalValue,CV-1,1,2025-06-16,AutoETS,1666.2842674733022,2015.6888922192975,40.371364484362154,53552.31,59640.7902405976,11.369220563216789
10,Choco Vanilla Cake,totalValue,CV-1,1,2025-06-16,Croston,1486.9516226701958,1960.52527132694,36.5646907249681,53552.31,53579.34684625262,0.050486797399820746
10,Choco Vanilla Cake,totalValue,CV-1,1,2025-06-16,LightGBM,1362.1603278100133,1712.6634643443965,34.790822698043655,53552.31,47989.24153786759,-10.388101768406276
1,Choco Truffle Cake,totalValue,CV-2,2,2025-09-15,Prophet,12110.085788094855,14743.354058536468,24.297318289826126,633699.8600000001,722343.7870122944,13.98831412276062
1,Choco Truffle Cake,totalValue,CV-2,2,2025-09-15,AutoARIMA,10752.74037543029,13209.3159463307,21.69258836318316,633699.8600000001,732907.3475145841,15.655280011358052
1,Choco Truffle Cake,totalValue,CV-2,2,2025-09-15,AutoETS,9663.95052818943,11854.910885040714,20.190832405913746,633699.8600000001,640633.280735986,1.094117447964381
1,Choco Truffle Cake,totalValue,CV-2,2,2025-09-15,Croston,9669.623650763466,11851.82192537956,20.203168042362403,633699.8600000001,639674.5230209741,0.9428222093932644
1,Choco Truffle Cake,totalValue,CV-2,2,2025-09-15,LightGBM,11696.963392092019,13060.167479522357,24.341255473654737,633699.8600000001,648365.287830486,2.3142545479631096
2,Pineapple Cake,totalValue,CV-2,2,2025-09-15,Prophet,4560.98701529827,6621.406092477462,23.077655246089208,262827.65,290532.71829730115,10.541154363820217
2,Pineapple Cake,totalValue,CV-2,2,2025-09-15,AutoARIMA,4938.912098229276,6187.847893236928,26.125287205455777,262827.65,220861.27334776946,-15.967260922597209
2,Pineapple Cake,totalValue,CV-2,2,2025-09-15,AutoETS,3899.383680080965,5826.413143243607,20.33465097743187,262827.65,273438.09064456105,4.037033639558479
2,Pineapple Cake,totalValue,CV-2,2,2025-09-15,Croston,4045.1383764999814,5947.85908542115,20.96711355143817,262827.65,281648.9385428323,7.161076295752082
2,Pineapple Cake,totalValue,CV-2,2,2025-09-15,LightGBM,7954.568496781328,10567.025658078892,34.12012728042636,262827.65,358417.0844464427,36.36962642493767
3,Fresh Fruit Cake,totalValue,CV-2,2,2025-09-15,Prophet,3738.933270760207,4781.884580024579,23.869558283341323,209027.31,207451.30617673256,-0.7539702937704368
3,Fresh Fruit Cake,totalValue,CV-2,2,2025-09-15,AutoARIMA,3445.2868909471727,4376.2250057062765,22.035700705391566,209027.31,183156.21581928368,-12.376896674753322
3,Fresh Fruit Cake,totalValue,CV-2,2,2025-09-15,AutoETS,4230.399908141179,5265.445984573595,27.329959319850357,209027.31,174679.9891048281,-16.43197766606282
3,Fresh Fruit Cake,totalValue,CV-2,2,2025-09-15,Croston,4307.780216174753,5369.219762541222,27.888309208948176,209027.31,172064.5346932933,-17.683227759428515
3,Fresh Fruit Cake,totalValue,CV-2,2,2025-09-15,LightGBM,5801.4963611626445,6874.2760334364175,40.66394277109747,209027.31,146574.033171116,-29.878046475785393
4,Ferrero Rocher Cake,totalValue,CV-2,2,2025-09-15,Prophet,8976.099868665055,11088.231406015952,52.761507488414715,257155.63,150391.10387226852,-41.517475673284494
4,Ferrero Rocher Cake,totalValue,CV-2,2,2025-09-15,AutoARIMA,5917.093584089036,8215.943159345376,31.159223325615393,257155.63,210693.54797095503,-18.067689993427315
4,Ferrero Rocher Cake,totalValue,CV-2,2,2025-09-15,AutoETS,7120.699196585245,9507.871794173368,38.57686813994148,257155.63,183862.1784196771,-28.501593210431714
4,Ferrero Rocher Cake,totalValue,CV-2,2,2025-09-15,Croston,7466.581473736899,9812.378335232032,40.94127929560379,257155.63,177367.2778820516,-31.027262408351085
4,Ferrero Rocher Cake,totalValue,CV-2,2,2025-09-15,LightGBM,10768.45898342577,13044.897767069406,67.28522847250248,257155.63,140386.07381848656,-45.408127436880704
5,Belgium Choco Mousse Cake,totalValue,CV-2,2,2025-09-15,Prophet,5971.721153441258,6603.149801144173,40.5010422840185,179824.22,219482.797268762,22.054079961398966
5,Belgium Choco Mousse Cake,totalValue,CV-2,2,2025-09-15,AutoARIMA,4001.494947958881,5205.224622967631,29.62078182977319,179824.22,148253.11713440178,-17.556646632805204
5,Belgium Choco Mousse Cake,totalValue,CV-2,2,2025-09-15,AutoETS,4296.632897834728,5675.73329387935,31.89554303997823,179824.22,142514.98008864373,-20.747616706668474
5,Belgium Choco Mousse Cake,totalValue,CV-2,2,2025-09-15,Croston,4299.396423416072,5681.798000908918,31.918336825660514,179824.22,142359.30148089462,-20.83418936509519
5,Belgium Choco Mousse Cake,totalValue,CV-2,2,2025-09-15,LightGBM,4880.506135779887,5430.599861440553,38.39188070840589,179824.22,158976.00431375252,-11.593663904810754
6,Biscoff Jar Cake,totalValue,CV-2,2,2025-09-15,Prophet,4641.390613467408,5524.120239807816,76.25092417569778,105085.93000000002,87626.77625212389,-16.614168754919074
6,Biscoff Jar Cake,totalValue,CV-2,2,2025-09-15,AutoARIMA,1640.362494788273,2205.4968891136664,20.665598571160704,105085.93000000002,102387.27564934213,-2.5680453612180894
6,Biscoff Jar Cake,totalValue,CV-2,2,2025-09-15,AutoETS,1779.0784981392712,2368.6341413676723,22.493436615796416,105085.93000000002,94846.58256515705,-9.74378533343424
6,Biscoff Jar Cake,totalValue,CV-2,2,2025-09-15,Croston,1778.7776509380749,2368.1978454040923,22.48938844091155,105085.93000000002,94863.68899715514,-9.727506815465095
6,Biscoff Jar Cake,totalValue,CV-2,2,2025-09-15,LightGBM,2509.545680525787,3266.5475839958317,29.03118952208278,105085.93000000002,115306.63478198805,9.72604494434985
7,Dream Cake,totalValue,CV-2,2,2025-09-15,Prophet,2680.1260287942255,3677.135364841758,34.14946979401923,97743.73000000003,127577.1241243672,30.52205407381851
7,Dream Cake,totalValue,CV-2,2,2025-09-15,AutoARIMA,3182.524637331937,3753.4471134389364,48.70874124784852,97743.73000000003,62052.365143433635,-36.51524742974959
7,Dream Cake,totalValue,CV-2,2,2025-09-15,AutoETS,3173.1873377429483,3743.5930796089515,48.52862233214334,97743.73000000003,62227.698880160206,-36.33586637203206
7,Dream Cake,totalValue,CV-2,2,2025-09-15,Croston,3170.6353058404397,3740.9037606720676,48.47945109120678,97743.73000000003,62275.62036810731,-36.28683868713902
7,Dream Cake,totalValue,CV-2,2,2025-09-15,LightGBM,2577.1559508581313,3332.5028805430184,36.3790771489572,97743.73000000003,85828.39303386385,-12.190384964985657
8,Tiramisu Cake,totalValue,CV-2,2,2025-09-15,Prophet,3700.854444687912,5356.649542469803,32.75093852559887,146284.36,115270.27086313492,-21.201233772950893
8,Tiramisu Cake,totalValue,CV-2,2,2025-09-15,AutoARIMA,5489.98424667197,7213.106949059456,55.21444725758371,146284.36,76790.9669471777,-47.50568895596378
8,Tiramisu Cake,totalValue,CV-2,2,2025-09-15,AutoETS,3577.847214283929,5162.161155246698,31.40393332147567,146284.36,124271.71149092077,-15.047848251911015
8,Tiramisu Cake,totalValue,CV-2,2,2025-09-15,Croston,4119.447672624255,5815.851420050416,37.1848764100348,146284.36,104069.05666530022,-28.85838467946934
8,Tiramisu Cake,totalValue,CV-2,2,2025-09-15,LightGBM,3911.6213334145255,4420.063519521046,33.69561138882627,146284.36,158295.62620161046,8.210902520003147
9,Butterscotch Cake,totalValue,CV-2,2,2025-09-15,Prophet,1604.5662891213285,2093.39416901369,23.523898162498334,89482.51999999999,86504.9576990678,-3.3275351442183196
9,Butterscotch Cake,totalValue,CV-2,2,2025-09-15,AutoARIMA,1600.7809191495448,1919.2530933453552,23.99753959795325,89482.51999999999,92267.54810536644,3.112371114902052
9,Butterscotch Cake,totalValue,CV-2,2,2025-09-15,AutoETS,1555.6610128815894,1990.3880620209093,23.40543142726948,89482.51999999999,83563.56882301143,-6.614645158617077
9,Butterscotch Cake,totalValue,CV-2,2,2025-09-15,Croston,1610.7521884643293,2071.2353953778,24.27957634346306,89482.51999999999,79967.86004984278,-10.632981670785766
9,Butterscotch Cake,totalValue,CV-2,2,2025-09-15,LightGBM,4888.125915158367,5657.363741650911,52.776840872726524,89482.51999999999,148689.83188057903,66.16634386311321
10,Choco Vanilla Cake,totalValue,CV-2,2,2025-09-15,Prophet,1718.767654225889,1984.9741754348267,33.60954899823279,68191.25,73320.74114020851,7.5222130994937215
10,Choco Vanilla Cake,totalValue,CV-2,2,2025-09-15,AutoARIMA,1427.999640357571,1811.4572861540114,28.537052317614254,68191.25,69810.97640680986,2.3752701509502456
10,Choco Vanilla Cake,totalValue,CV-2,2,2025-09-15,AutoETS,1420.905655852329,1809.6001512615494,28.415201262069147,68191.25,69410.68583904358,1.7882585215017777
10,Choco Vanilla Cake,totalValue,CV-2,2,2025-09-15,Croston,1514.999050408297,1919.1452419780599,30.52424943141431,68191.25,59793.76609619956,-12.314606205048952
10,Choco Vanilla Cake,totalValue,CV-2,2,2025-09-15,LightGBM,2086.739771580822,2466.439393638626,37.38090098794793,68191.25,80155.96128233829,17.545816042876897
1,Choco Truffle Cake,totalValue,CV-3,3,2025-12-15,Prophet,10969.88856581329,12590.309744358754,27.012089498154683,480852.55,607557.3028723728,26.350022033235092
1,Choco Truffle Cake,totalValue,CV-3,3,2025-12-15,AutoARIMA,9023.219909683217,10494.38550067103,23.284315350651987,480852.55,570875.7851012711,18.72158837491267
1,Choco Truffle Cake,totalValue,CV-3,3,2025-12-15,AutoETS,10014.52203836947,11415.642002535818,25.424779953218824,480852.55,591074.2104076764,22.92213286748223
1,Choco Truffle Cake,totalValue,CV-3,3,2025-12-15,Croston,10082.437985839355,11475.38150907248,25.570343224758457,480852.55,592117.6463278957,23.1391299324285
1,Choco Truffle Cake,totalValue,CV-3,3,2025-12-15,LightGBM,9390.61646266204,11220.791481531283,23.47032495573308,480852.55,584664.6422587206,21.58917369965504
2,Pineapple Cake,totalValue,CV-3,3,2025-12-15,Prophet,13575.723551128422,14045.285682764452,72.4265242034805,158212.73,334697.13616466953,111.54880278260131
2,Pineapple Cake,totalValue,CV-3,3,2025-12-15,AutoARIMA,4445.7706173815095,5000.090429628284,32.88635895487871,158212.73,215485.55620024822,36.199884927242074
2,Pineapple Cake,totalValue,CV-3,3,2025-12-15,AutoETS,6797.7915743124895,7304.415897905766,45.50423512384407,158212.73,246584.02046606233,55.85599241354492
2,Pineapple Cake,totalValue,CV-3,3,2025-12-15,Croston,7062.278531188147,7551.178674476299,46.799287044315264,158212.73,250022.35090544587,58.029224895775364
2,Pineapple Cake,totalValue,CV-3,3,2025-12-15,LightGBM,14038.304175464855,14637.08101327729,73.76819656491158,158212.73,340710.6842810431,115.3497283569047
3,Fresh Fruit Cake,totalValue,CV-3,3,2025-12-15,Prophet,4659.628560347826,5654.4125889841125,45.19291560487039,123012.87000000001,174558.50850548234,41.90263872835609
3,Fresh Fruit Cake,totalValue,CV-3,3,2025-12-15,AutoARIMA,6788.12608481773,7663.863065839421,57.793285676538034,123012.87000000001,211258.50910263055,71.73691590370221
