#,Product,KIT SKU,KIT Name,Ingredient,Qty,UOM,Type
161,Stolen Bread,KIT137,Stolen Bread (PC) — kit,Sugar Breakfast,140,gram,INGREDIENT
161,Stolen Bread,KIT137,Stolen Bread (PC) — kit,Maida,1.2,kg,INGREDIENT
163,Strawberry Bento Cake,KIT138,Strawberry Bento cake (CF) — kit,Choco Coated Rice-8Mm,2,gram,INGREDIENT
163,Strawberry Bento Cake,KIT138,Strawberry Bento cake (CF) — kit,Delta Cb Paillete Feuilletine,2,gram,INGREDIENT
163,Strawberry Bento Cake,KIT138,Strawberry Bento cake (CF) — kit,Rich Topping White Cream,22.5,gram,INGREDIENT
163,Strawberry Bento Cake,KIT138,Strawberry Bento cake (CF) — kit,Bento Cake Base (Pcs),1,count,PACKAGING
164,Strawberry Cheese Verrine Cup (),KIT139,Strawberry Cheese Verrine Cup(Lr) — kit,Delta Hot Glaze,45,gram,INGREDIENT
164,Strawberry Cheese Verrine Cup (),KIT139,Strawberry Cheese Verrine Cup(Lr) — kit,Strawberry Puree,15,gram,INGREDIENT
164,Strawberry Cheese Verrine Cup (),KIT139,Strawberry Cheese Verrine Cup(Lr) — kit,Filling-Strawberry,60,gram,INGREDIENT
164,Strawberry Cheese Verrine Cup (),KIT139,Strawberry Cheese Verrine Cup(Lr) — kit,Sugar Icing,48,gram,INGREDIENT
164,Strawberry Cheese Verrine Cup (),KIT139,Strawberry Cheese Verrine Cup(Lr) — kit,Rich Topping White Cream,186,gram,INGREDIENT
164,Strawberry Cheese Verrine Cup (),KIT139,Strawberry Cheese Verrine Cup(Lr) — kit,Delecta Cream Cheese,120,gram,INGREDIENT
164,Strawberry Cheese Verrine Cup (),KIT139,Strawberry Cheese Verrine Cup(Lr) — kit,Fresh-Strawberry,30,gram,INGREDIENT
164,Strawberry Cheese Verrine Cup (),KIT139,Strawberry Cheese Verrine Cup(Lr) — kit,Breen Cup (Pcs),6,count,PACKAGING
165,Strawberry Classic Cake (500 GM),KIT140,Strawberry Classic Cake(Cf)  (500 GM) — kit,Filling-Vanilla,266.4,gram,INGREDIENT
165,Strawberry Classic Cake (500 GM),KIT140,Strawberry Classic Cake(Cf)  (500 GM) — kit,Milk Maid,132,gram,INGREDIENT
165,Strawberry Classic Cake (500 GM),KIT140,Strawberry Classic Cake(Cf)  (500 GM) — kit,Cashew,132,gram,INGREDIENT
165,Strawberry Classic Cake (500 GM),KIT140,Strawberry Classic Cake(Cf)  (500 GM) — kit,Craneberry,55,gram,INGREDIENT
165,Strawberry Classic Cake (500 GM),KIT140,Strawberry Classic Cake(Cf)  (500 GM) — kit,Rich Topping White Cream,975,gram,INGREDIENT
165,Strawberry Classic Cake (500 GM),KIT140,Strawberry Classic Cake(Cf)  (500 GM) — kit,Base 1/2 kg (Pcs),11,count,PACKAGING
166,Strawberry Classic Pastry,KIT146,Strawberry classic Pastry (CF) — kit,Filling-Vanilla,252.27,gram,INGREDIENT
166,Strawberry Classic Pastry,KIT146,Strawberry classic Pastry (CF) — kit,Milk Maid,128.47,gram,INGREDIENT
166,Strawberry Classic Pastry,KIT146,Strawberry classic Pastry (CF) — kit,Topfill Strawberry,518.13,gram,INGREDIENT
166,Strawberry Classic Pastry,KIT146,Strawberry classic Pastry (CF) — kit,Rich Topping White Cream,923,gram,INGREDIENT
167,Strawberry Compote,KIT141,Strawberry Compote(Cf) — kit,Delta Hot Glaze,100,gram,INGREDIENT
167,Strawberry Compote,KIT141,Strawberry Compote(Cf) — kit,Water,7.5,gram,INGREDIENT
167,Strawberry Compote,KIT141,Strawberry Compote(Cf) — kit,Citric Acid,0.9,gram,INGREDIENT
167,Strawberry Compote,KIT141,Strawberry Compote(Cf) — kit,Glucose,75,ml,INGREDIENT
167,Strawberry Compote,KIT141,Strawberry Compote(Cf) — kit,Pectin,1.5,gram,INGREDIENT
167,Strawberry Compote,KIT141,Strawberry Compote(Cf) — kit,Corn Flour,3,gram,INGREDIENT
167,Strawberry Compote,KIT141,Strawberry Compote(Cf) — kit,Frozen Strawberry,400,gram,INGREDIENT
167,Strawberry Compote,KIT141,Strawberry Compote(Cf) — kit,Strawberry Essence,0.9,gram,INGREDIENT
167,Strawberry Compote,KIT141,Strawberry Compote(Cf) — kit,Sugar,75,gram,INGREDIENT
167,Strawberry Compote,KIT141,Strawberry Compote(Cf) — kit,Fresh-Strawberry,450,gram,INGREDIENT
168,Strawberry Jar Cake,KIT142,Strawberry Jar Cake(Cf) — kit,Filling- Strawberry Fruit,240,gram,INGREDIENT
168,Strawberry Jar Cake,KIT142,Strawberry Jar Cake(Cf) — kit,Rich Topping White Cream,240,gram,INGREDIENT
168,Strawberry Jar Cake,KIT142,Strawberry Jar Cake(Cf) — kit,Salsa Jar 200 ml (Pcs),6,count,PACKAGING
169,Strawberry Mini Dessert,KIT143,Strawberry Mini Dessert (DR) — kit,Cocoa Butter,12,gram,INGREDIENT
169,Strawberry Mini Dessert,KIT143,Strawberry Mini Dessert (DR) — kit,Raspberry Chocolate,12,gram,INGREDIENT
169,Strawberry Mini Dessert,KIT143,Strawberry Mini Dessert (DR) — kit,Milk,204,ml,INGREDIENT
169,Strawberry Mini Dessert,KIT143,Strawberry Mini Dessert (DR) — kit,White Compound,112,gram,INGREDIENT
169,Strawberry Mini Dessert,KIT143,Strawberry Mini Dessert (DR) — kit,Corn Flour,20,gram,INGREDIENT
169,Strawberry Mini Dessert,KIT143,Strawberry Mini Dessert (DR) — kit,Fondant-Green,20,gram,INGREDIENT
170,Strawberry Pastry,KIT144,Strawberry Pastry(Cf) — kit,Rich Topping White Cream,373,gram,INGREDIENT
171,Strawberry Velvet Cake (500 gm),KIT145,Strawberry Velvet Cake(Cf) (500 GM) — kit,Delta Hot Glaze,22.5,gram,INGREDIENT
171,Strawberry Velvet Cake (500 gm),KIT145,Strawberry Velvet Cake(Cf) (500 GM) — kit,White Compound,50,gram,INGREDIENT
171,Strawberry Velvet Cake (500 gm),KIT145,Strawberry Velvet Cake(Cf) (500 GM) — kit,Strawberry Puree,7.5,gram,INGREDIENT
171,Strawberry Velvet Cake (500 gm),KIT145,Strawberry Velvet Cake(Cf) (500 GM) — kit,Filling- Strawberry Fruit,7.7,gram,INGREDIENT
171,Strawberry Velvet Cake (500 gm),KIT145,Strawberry Velvet Cake(Cf) (500 GM) — kit,Sugar Icing,21,gram,INGREDIENT
171,Strawberry Velvet Cake (500 gm),KIT145,Strawberry Velvet Cake(Cf) (500 GM) — kit,Glaze Neutral,60,gram,INGREDIENT
171,Strawberry Velvet Cake (500 gm),KIT145,Strawberry Velvet Cake(Cf) (500 GM) — kit,Rich Topping White Cream,153,gram,INGREDIENT
171,Strawberry Velvet Cake (500 gm),KIT145,Strawberry Velvet Cake(Cf) (500 GM) — kit,Fresh-Strawberry,100,gram,INGREDIENT
171,Strawberry Velvet Cake (500 gm),KIT145,Strawberry Velvet Cake(Cf) (500 GM) — kit,Delecta Cream Cheese,52,gram,INGREDIENT
171,Strawberry Velvet Cake (500 gm),KIT145,Strawberry Velvet Cake(Cf) (500 GM) — kit,Base 1/2 kg (Pcs),1,count,PACKAGING
172,Thandai Cake (500 gm),KIT148,Thandai Cake(Cf)  (500 GM) — kit,Milk,66,ml,INGREDIENT
172,Thandai Cake (500 gm),KIT148,Thandai Cake(Cf)  (500 GM) — kit,Milk Maid,8,gram,INGREDIENT
172,Thandai Cake (500 gm),KIT148,Thandai Cake(Cf)  (500 GM) — kit,Pista,10,gram,INGREDIENT
172,Thandai Cake (500 gm),KIT148,Thandai Cake(Cf)  (500 GM) — kit,Almond,40,gram,INGREDIENT
172,Thandai Cake (500 gm),KIT148,Thandai Cake(Cf)  (500 GM) — kit,Rose Petal,1,gram,INGREDIENT
172,Thandai Cake (500 gm),KIT148,Thandai Cake(Cf)  (500 GM) — kit,Thandai Powder,10.5,gram,INGREDIENT
172,Thandai Cake (500 gm),KIT148,Thandai Cake(Cf)  (500 GM) — kit,Rich Topping White Cream,70,gram,INGREDIENT
172,Thandai Cake (500 gm),KIT148,Thandai Cake(Cf)  (500 GM) — kit,Silver Work,0.05,gram,INGREDIENT
172,Thandai Cake (500 gm),KIT148,Thandai Cake(Cf)  (500 GM) — kit,Base 1/2 kg (Pcs),1,count,PACKAGING
173,Tiramisu Cake (500 gm),KIT149,Tiramisu Cake (Cf) (500 Gm) — kit,Water,53.75,gram,INGREDIENT
173,Tiramisu Cake (500 gm),KIT149,Tiramisu Cake (Cf) (500 Gm) — kit,Delecta Cheese cake Topping,160,gram,INGREDIENT
173,Tiramisu Cake (500 gm),KIT149,Tiramisu Cake (Cf) (500 Gm) — kit,Milk,74.7,ml,INGREDIENT
173,Tiramisu Cake (500 gm),KIT149,Tiramisu Cake (Cf) (500 Gm) — kit,Delecta Mousse Mix,74.7,gram,INGREDIENT
173,Tiramisu Cake (500 gm),KIT149,Tiramisu Cake (Cf) (500 Gm) — kit,Cocoa Powder,6,gram,INGREDIENT
173,Tiramisu Cake (500 gm),KIT149,Tiramisu Cake (Cf) (500 Gm) — kit,Delecta Mascarpone Cheese,80,gram,INGREDIENT
173,Tiramisu Cake (500 gm),KIT149,Tiramisu Cake (Cf) (500 Gm) — kit,Nescafe Classic,8.42,gram,INGREDIENT
173,Tiramisu Cake (500 gm),KIT149,Tiramisu Cake (Cf) (500 Gm) — kit,Rum,7.8,ml,INGREDIENT
173,Tiramisu Cake (500 gm),KIT149,Tiramisu Cake (Cf) (500 Gm) — kit,Sugar Breakfast,11.25,gram,INGREDIENT
173,Tiramisu Cake (500 gm),KIT149,Tiramisu Cake (Cf) (500 Gm) — kit,Base 1/2 kg (Pcs),1,count,PACKAGING
174,Tiramisu Party Tub,KIT150,Tiramisu Party Tub (DR) — kit,Water,228,gram,INGREDIENT
174,Tiramisu Party Tub,KIT150,Tiramisu Party Tub (DR) — kit,Delecta Cheese cake Topping,132,gram,INGREDIENT
174,Tiramisu Party Tub,KIT150,Tiramisu Party Tub (DR) — kit,Milk,62,ml,INGREDIENT
174,Tiramisu Party Tub,KIT150,Tiramisu Party Tub (DR) — kit,Delecta Mousse Mix,62,gram,INGREDIENT
174,Tiramisu Party Tub,KIT150,Tiramisu Party Tub (DR) — kit,Delecta Mascarpone Cheese,66,gram,INGREDIENT
174,Tiramisu Party Tub,KIT150,Tiramisu Party Tub (DR) — kit,Nescafe Classic,32,gram,INGREDIENT
174,Tiramisu Party Tub,KIT150,Tiramisu Party Tub (DR) — kit,Rum,15,ml,INGREDIENT
174,Tiramisu Party Tub,KIT150,Tiramisu Party Tub (DR) — kit,Sugar Breakfast,48,gram,INGREDIENT
174,Tiramisu Party Tub,KIT150,Tiramisu Party Tub (DR) — kit,Acrylic Deesert Party Box (Pcs),1,count,PACKAGING
175,Tiramisu Pastry Tub (Pcs),KIT151,Tiramisu Pastry Tub (Cf) (PCS) — kit,Water,40,gram,INGREDIENT
175,Tiramisu Pastry Tub (Pcs),KIT151,Tiramisu Pastry Tub (Cf) (PCS) — kit,Delecta Cheese cake Topping,37.9,gram,INGREDIENT
175,Tiramisu Pastry Tub (Pcs),KIT151,Tiramisu Pastry Tub (Cf) (PCS) — kit,Milk,17.7,ml,INGREDIENT
175,Tiramisu Pastry Tub (Pcs),KIT151,Tiramisu Pastry Tub (Cf) (PCS) — kit,Delecta Mousse Mix,17.7,gram,INGREDIENT
175,Tiramisu Pastry Tub (Pcs),KIT151,Tiramisu Pastry Tub (Cf) (PCS) — kit,Delecta Mascarpone Cheese,18.9,gram,INGREDIENT
175,Tiramisu Pastry Tub (Pcs),KIT151,Tiramisu Pastry Tub (Cf) (PCS) — kit,Cocoa Powder,2.5,gram,INGREDIENT
175,Tiramisu Pastry Tub (Pcs),KIT151,Tiramisu Pastry Tub (Cf) (PCS) — kit,Nescafe Classic,5,gram,INGREDIENT
175,Tiramisu Pastry Tub (Pcs),KIT151,Tiramisu Pastry Tub (Cf) (PCS) — kit,Rum,3,ml,INGREDIENT
175,Tiramisu Pastry Tub (Pcs),KIT151,Tiramisu Pastry Tub (Cf) (PCS) — kit,Sugar Breakfast,8,gram,INGREDIENT
175,Tiramisu Pastry Tub (Pcs),KIT151,Tiramisu Pastry Tub (Cf) (PCS) — kit,Crystal Box (Pcs),1,count,PACKAGING
176,Trio Cake (500 gm(Reg),KIT152,Trio Cake(Dr) — kit,Water,604,gram,INGREDIENT
176,Trio Cake (500 gm(Reg),KIT152,Trio Cake(Dr) — kit,Van Houten Dark Chocolate (46.5%),1.55,kg,INGREDIENT
176,Trio Cake (500 gm(Reg),KIT152,Trio Cake(Dr) — kit,Egg (Pcs),40,count,INGREDIENT
176,Trio Cake (500 gm(Reg),KIT152,Trio Cake(Dr) — kit,Vanleer Milk Compound,2.05,kg,INGREDIENT
176,Trio Cake (500 gm(Reg),KIT152,Trio Cake(Dr) — kit,Van Houtan White Chocolate,1.55,kg,INGREDIENT
176,Trio Cake (500 gm(Reg),KIT152,Trio Cake(Dr) — kit,Gelatin,201,gram,INGREDIENT
176,Trio Cake (500 gm(Reg),KIT152,Trio Cake(Dr) — kit,Vanilla Essence,31,ml,INGREDIENT
176,Trio Cake (500 gm(Reg),KIT152,Trio Cake(Dr) — kit,Sugar Breakfast,350,gram,INGREDIENT
176,Trio Cake (500 gm(Reg),KIT152,Trio Cake(Dr) — kit,Rich Topping White Cream,4.93,kg,INGREDIENT
176,Trio Cake (500 gm(Reg),KIT152,Trio Cake(Dr) — kit,Base 1/2 kg (Pcs),25,count,PACKAGING
177,Trio Cupcake (-(Reg),KIT153,Trio Cupcake(Dr) — kit,Gelatin,4.5,gram,INGREDIENT
177,Trio Cupcake (-(Reg),KIT153,Trio Cupcake(Dr) — kit,Van Houten Dark Chocolate (46.5%),52,gram,INGREDIENT
177,Trio Cupcake (-(Reg),KIT153,Trio Cupcake(Dr) — kit,Egg (Pcs),1.68,count,INGREDIENT
177,Trio Cupcake (-(Reg),KIT153,Trio Cupcake(Dr) — kit,Vanilla Essence,0.04,ml,INGREDIENT
177,Trio Cupcake (-(Reg),KIT153,Trio Cupcake(Dr) — kit,Van Houtan Milk Chocolate,62,gram,INGREDIENT
177,Trio Cupcake (-(Reg),KIT153,Trio Cupcake(Dr) — kit,Van Houtan White Chocolate,73,gram,INGREDIENT
177,Trio Cupcake (-(Reg),KIT153,Trio Cupcake(Dr) — kit,Sugar Breakfast,107,gram,INGREDIENT
177,Trio Cupcake (-(Reg),KIT153,Trio Cupcake(Dr) — kit,Choco Coated Rice Crispy-3Mm,1,gram,INGREDIENT
177,Trio Cupcake (-(Reg),KIT153,Trio Cupcake(Dr) — kit,Rich Topping White Cream,196,gram,INGREDIENT
177,Trio Cupcake (-(Reg),KIT153,Trio Cupcake(Dr) — kit,Breen Cup (Pcs),6,count,PACKAGING
178,Vanilla Blueberry Cake (500 GM),KIT155,Vanilla Blueberry Cake(Cf)  (500 GM) — kit,Fresh Cream,282.1,ml,INGREDIENT
178,Vanilla Blueberry Cake (500 GM),KIT155,Vanilla Blueberry Cake(Cf)  (500 GM) — kit,Filling- Blueberry Fruit (2.7 KG),294.03,gram,INGREDIENT
178,Vanilla Blueberry Cake (500 GM),KIT155,Vanilla Blueberry Cake(Cf)  (500 GM) — kit,Color-Purple,6.6,ml,INGREDIENT
178,Vanilla Blueberry Cake (500 GM),KIT155,Vanilla Blueberry Cake(Cf)  (500 GM) — kit,Rich Topping White Cream,306,gram,INGREDIENT
178,Vanilla Blueberry Cake (500 GM),KIT155,Vanilla Blueberry Cake(Cf)  (500 GM) — kit,Base 1/2 kg (Pcs),11,count,PACKAGING
179,Vanilla Cup Cake,KIT156,Vanilla Cup Cake(Cf) — kit,Filling-Vanilla,24.22,gram,INGREDIENT
179,Vanilla Cup Cake,KIT156,Vanilla Cup Cake(Cf) — kit,Rich Topping White Cream,63,gram,INGREDIENT
183,Yule Cake,KIT157,Yule Cake — kit,Snow Sugar,10,gram,INGREDIENT
183,Yule Cake,KIT157,Yule Cake — kit,Raspberry Chocolate,5,gram,INGREDIENT
183,Yule Cake,KIT157,Yule Cake — kit,White Compound,5,gram,INGREDIENT
183,Yule Cake,KIT157,Yule Cake — kit,Nutella (null),60,gram,INGREDIENT
183,Yule Cake,KIT157,Yule Cake — kit,Pista Chocolate,10,gram,INGREDIENT
183,Yule Cake,KIT157,Yule Cake — kit,Butterscotch Crunch,15,gram,INGREDIENT
183,Yule Cake,KIT157,Yule Cake — kit,Base 1/2 kg (Pcs),1,count,PACKAGING
